GEOID,age_c,total_pop_c,total_white_c,total_black_c,total_hispanic_c,poverty_c,income_c,public_assistance_c,owner_c,renter_c,vehicles_c,prop_value_c,year
12011,38.5,1759132,843696,418303,407221,419536,51731,670472,469639,200833,670472,260500,2009
12013,37.2,13525,10359,2339,620,2926,29642,4297,3214,1083,4297,87500,2009
12015,54.6,156043,136295,7670,7503,49139,44639,72646,60037,12609,72646,193500,2009
12017,52.9,138161,124883,3808,5348,40123,37807,59189,49911,9278,59189,143900,2009
12019,37.1,179850,141608,16921,12274,49728,60352,65356,50993,14363,65356,187000,2009
12021,45.2,313165,211525,17059,78805,79961,58133,118289,90707,27582,118289,374200,2009
12023,38,67397,51301,11357,2666,15205,39078,22396,16283,6113,22396,127200,2009
12027,35.6,34890,18755,4094,11397,7728,37226,10959,8572,2387,10959,110600,2009
12029,41.6,14800,13514,1005,188,2896,31426,4014,3420,594,4014,96300,2009
12031,34.7,846385,502791,243597,51303,212487,49135,336727,212250,124477,336727,175400,2009
12033,36.6,303292,207535,64948,11053,76302,43148,117436,78816,38620,117436,146900,2009
12035,47.7,85623,67324,8239,6560,26583,47573,36718,29056,7662,36718,227200,2009
12037,43.3,10998,8886,1283,643,2986,38436,4505,2970,1535,4505,209500,2009
12039,37.6,46725,16633,25424,4083,10952,35423,16032,11673,4359,16032,96000,2009
12041,38.3,16771,14720,801,647,3847,41048,5469,4458,1011,5469,105900,2009
12043,42.2,11070,7742,935,1936,2544,39260,3705,3000,705,3705,103200,2009
12045,42.3,15714,11465,2954,586,3733,38574,5198,4087,1111,5198,152600,2009
12047,36.6,14228,7798,4968,1261,2988,35632,4173,3202,971,4173,75200,2009
12049,32.8,28684,13913,1997,11878,6725,38865,8418,6088,2330,8418,113300,2009
12051,30.6,39244,15003,4971,18451,8105,37354,10773,7543,3230,10773,116400,2009
12053,47,166338,139723,8034,14221,46542,42457,67440,57266,10174,67440,160900,2009
12055,49.7,97738,70626,8624,15834,26923,33902,40493,32321,8172,40493,121500,2009
12057,35.3,1167116,668755,180329,260297,290672,49594,455764,289368,166396,455764,200600,2009
12059,40.2,19065,16703,1027,468,4566,33868,6839,5428,1411,6839,80600,2009
12061,47.2,131811,105108,10825,12652,38928,46550,59473,45229,14244,59473,201700,2009
12063,38.7,49618,33480,12903,1811,11636,36442,17311,12818,4493,17311,97300,2009
12065,43.3,13933,8563,4582,434,3149,44011,4739,3732,1007,4739,126500,2009
12067,31.2,7981,6722,460,513,1443,46551,1918,1533,385,1918,156800,2009
12069,47.2,297828,232718,25640,29690,81659,44837,117186,95158,22028,117186,173700,2009
12071,44,573676,424111,41237,93069,162920,50362,243989,182413,61576,243989,222700,2009
12073,27.8,261023,157072,80571,11746,58876,42889,108592,58407,50185,108592,192300,2009
12075,42.9,38555,31646,3683,2131,10235,35294,14472,11226,3246,14472,106700,2009
12077,34.6,7811,6437,787,525,1326,39583,1884,1443,441,1884,105400,2009
12079,38.9,18924,10533,7176,886,4682,36682,6614,4828,1786,6614,88500,2009
12081,44.3,313011,237111,25887,40322,85788,47935,132428,97163,35265,132428,223100,2009
12083,45.6,318886,245627,35688,28181,89837,40306,131742,104207,27535,131742,149400,2009
12085,48.2,138791,113066,7669,13969,37155,52734,57933,45601,12332,57933,274600,2009
12086,37.2,2457044,443615,444667,1507621,567310,42969,827931,482841,345090,827931,277200,2009
12087,45.4,74024,54501,3890,13683,18591,54946,30831,20519,10312,30831,570500,2009
12089,41.6,67977,59077,5395,1737,19229,57907,26085,20439,5646,26085,204500,2009
12091,36.8,180955,141283,17054,10623,49785,53741,74014,48741,25273,74014,205600,2009
12093,37.3,39936,26449,3128,9128,9332,38643,12766,9874,2892,12766,134000,2009
12095,33.2,1062344,528340,201140,259505,254834,50352,391808,235367,156441,391808,233900,2009
12097,34.9,254739,116874,22825,103311,67675,46315,89725,61433,28292,89725,208600,2009
12099,42.5,1268601,806096,196241,218773,315491,53538,508520,375483,133037,508520,278500,2009
12101,42.8,453933,375430,16975,44698,119288,43690,178950,141664,37286,178950,160700,2009
12103,44.7,915003,720442,89790,62553,232289,44838,407341,286539,120802,407341,188500,2009
12105,38.7,566657,385862,75507,85372,158252,44043,224299,160904,63395,224299,139800,2009
12107,41.4,73250,53836,12013,6072,18386,33711,27993,21357,6636,27993,106700,2009
12109,41.4,174994,150610,10563,7801,46348,63630,67016,52228,14788,67016,300000,2009
12111,41.9,255984,168198,42170,37165,67833,46656,98853,76209,22644,98853,191700,2009
12113,38.2,147302,126171,7084,5764,38616,54250,50928,39678,11250,50928,183000,2009
12115,50.7,367446,317090,16056,25123,101051,49013,165707,128309,37398,165707,243000,2009
12117,37,408694,280848,41681,62145,102215,58313,151597,106575,45022,151597,243700,2009
12119,50.4,71519,55785,8629,5700,23279,41010,31659,25284,6375,31659,159200,2009
12121,41.6,39256,30794,4002,3234,9268,34157,13531,10365,3166,13531,112700,2009
12123,38,20723,15300,4380,467,5022,35900,7074,5976,1098,7074,87600,2009
12125,37.1,14574,10270,3231,623,2442,40694,3319,2284,1035,3319,110500,2009
12127,43.3,494449,380830,47985,49537,125036,43326,200018,150603,49415,200018,187200,2009
12129,38.9,30232,24812,3738,908,7630,52353,10956,9184,1772,10956,143100,2009
12131,41.6,52528,44827,3408,1857,14375,46159,21530,16062,5468,21530,214800,2009
12133,41.2,22997,17969,3062,714,5533,35090,8300,6358,1942,8300,103100,2009
13001,37.4,17871,13127,3370,1170,4703,33537,6806,5062,1744,6806,79600,2009
13003,31,8124,4713,1404,1967,1877,33548,2628,1823,805,2628,51800,2009
13005,35.8,10464,8049,1880,445,2416,31661,3578,2497,1081,3578,64500,2009
13007,29.6,3810,1585,2205,0,911,30403,1264,842,422,1264,69300,2009
13009,34.8,46252,24744,20013,681,9496,38273,15320,9644,5676,15320,105300,2009
13011,36.8,16388,14774,596,676,4337,41039,5813,4479,1334,5813,136000,2009
13013,32.7,66458,51393,7455,4768,16752,48285,22711,16757,5954,22711,139900,2009
13015,35.3,92490,75960,8864,5495,24671,50075,32836,23749,9087,32836,146300,2009
13017,36.1,17535,10262,5936,1272,4615,30078,6676,4154,2522,6676,68500,2009
13019,36.4,16814,13982,1969,543,4430,32029,6596,4474,2122,6596,78600,2009
13021,34.9,155034,70931,76766,2773,37137,38207,59044,34327,24717,59044,115200,2009
13023,36,12584,8816,3533,13,2878,37542,4251,2986,1265,4251,66900,2009
13025,37.3,15442,14269,884,142,4298,39569,5710,4864,846,5710,65900,2009
13027,38.5,16324,9424,5827,725,4588,40840,6502,4780,1722,6502,91600,2009
13029,34.9,30109,23587,4130,971,8246,63858,10616,8037,2579,10616,180800,2009
13031,24.7,66366,43847,18854,1768,14098,34723,23875,13607,10268,23875,126200,2009
13033,35.2,22807,10679,11484,422,5170,31482,7733,5387,2346,7733,72400,2009
13035,36.9,23596,16442,6405,530,5786,52760,7631,5937,1694,7631,137800,2009
13037,36.8,6113,2218,3643,241,1108,27723,1821,1301,520,1821,62600,2009
13039,30.8,47003,34738,9020,1326,12770,48967,17729,11770,5959,17729,156700,2009
13043,35.7,10380,6362,2208,1348,2404,35951,3126,2160,966,3126,77700,2009
13045,33,110641,83894,18943,5269,28103,44693,39932,27049,12883,39932,137400,2009
13047,37.4,62075,57964,1333,1182,17149,45295,23758,17906,5852,23758,126900,2009
13049,37.5,10700,7271,3082,205,2335,39734,3457,2507,950,3457,70300,2009
13051,34.2,248078,131828,99776,7400,62208,44464,98528,57994,40534,98528,169300,2009
13053,25,14364,8181,3667,1671,2028,48035,2630,757,1873,2630,78200,2009
13055,36.6,26492,22421,2901,915,6498,31550,9049,6588,2461,9049,79900,2009
13057,34.9,201233,165531,10784,17620,54898,66248,71826,57495,14331,71826,199800,2009
13059,24.5,113112,68651,28960,9839,20953,33364,42151,18814,23337,42151,160800,2009
13061,44.6,3156,908,2219,10,768,26769,1277,959,318,1277,59400,2009
13063,31,271652,58800,162349,30997,60129,44308,88071,54009,34062,88071,129700,2009
13065,35.1,7004,4642,2185,46,1772,32410,2576,1837,739,2576,63900,2009
13067,34.5,690430,414149,153753,77837,170768,66515,250395,177268,73127,250395,210000,2009
13069,34.1,40198,24920,10772,3853,10439,33119,14486,10274,4212,14486,75500,2009
13071,34.1,44633,26886,10012,6903,11810,31707,15906,9716,6190,15906,82000,2009
13073,36.6,108015,82586,15636,3560,30611,67115,38700,31858,6842,38700,163200,2009
13075,36.2,16419,10778,4742,810,4387,31521,6298,4640,1658,6298,73900,2009
13077,35.6,118531,88587,20391,6611,31895,61854,41359,31141,10218,41359,174800,2009
13079,38.6,12511,9167,2876,305,3684,35979,5086,3932,1154,5086,91500,2009
13081,35.5,22062,11324,9988,653,5846,27545,8432,4824,3608,8432,97300,2009
13083,36.8,16070,15255,107,253,4209,40081,5720,4516,1204,5720,118700,2009
13085,40,21330,19972,2,609,5859,52658,7652,5946,1706,7652,210700,2009
13087,35.7,28495,15633,11307,1170,7842,32769,11726,7429,4297,11726,96500,2009
13089,33.9,733060,224967,392717,73901,158655,51973,270124,160724,109400,270124,192200,2009
13091,36.1,19695,13160,5916,425,4251,31334,6936,4840,2096,6936,74200,2009
13093,38.7,11641,5249,5756,610,2537,30172,3790,2504,1286,3790,64300,2009
13095,32.8,95330,31414,60431,1443,23833,34597,36755,18166,18589,36755,99000,2009
13097,33.5,122657,70665,40634,7113,31115,55512,42423,29982,12441,42423,156600,2009
13099,37.8,11812,5644,6025,40,3053,28063,4433,3053,1380,4433,69600,2009
13101,30.5,4157,2519,76,1562,1072,35230,1265,862,403,1265,73300,2009
13103,34.6,50357,40946,7150,1154,13550,53883,17163,12900,4263,17163,146300,2009
13105,39,20574,13469,6136,765,5449,32213,7845,5689,2156,7845,82500,2009
13107,35.3,22620,13563,7448,1498,5748,27924,8382,5491,2891,8382,74500,2009
13109,36.3,11446,6679,3428,1147,2674,37473,4034,2823,1211,4034,81000,2009
13111,46.7,22434,21517,36,294,7527,36785,10786,8592,2194,10786,164700,2009
13113,40.9,105303,75724,19305,4408,29046,81206,36539,30854,5685,36539,250500,2009
13115,36.3,95239,72502,12539,7419,24669,41952,35073,23843,11230,35073,119000,2009
13117,35.8,157514,131235,4553,12911,43425,88040,54161,46746,7415,54161,275200,2009
13119,39.2,21701,19052,1896,414,5562,34725,7929,5800,2129,7929,106500,2009
13121,34,987148,431795,419317,80092,192621,58573,355452,206023,149429,355452,250800,2009
13123,39.5,28381,25004,0,2826,8036,34325,12091,8460,3631,12091,134100,2009
13125,38.5,2736,2359,337,10,740,34036,1036,749,287,1036,69600,2009
13127,38.7,74507,50277,18910,3546,18776,48785,29142,18650,10492,29142,172100,2009
13129,34.8,51760,41903,1844,6992,13463,40283,18653,12706,5947,18653,122600,2009
13131,36.4,24801,14979,6987,2355,6503,34025,9446,6165,3281,9446,93800,2009
13133,43.6,15629,8833,6031,579,4196,38973,5943,4589,1354,5943,120600,2009
13135,33.1,766912,397776,152088,129052,190526,65136,254515,187119,67396,254515,194300,2009
13137,35.9,41790,33905,1868,4694,10888,40412,15125,11335,3790,15125,140700,2009
13139,33,177685,115371,11360,45961,42005,51222,56272,39389,16883,56272,171100,2009
13141,38.2,9449,2188,7179,42,1669,26786,2684,2072,612,2684,72100,2009
13143,37,28559,25960,1472,338,7739,38290,10524,7637,2887,10524,109700,2009
13145,40.5,28884,22070,5317,620,8463,63368,10654,9368,1286,10654,190500,2009
13147,41.7,24088,18705,4791,378,6701,38132,9103,7034,2069,9103,122000,2009
13149,37.2,11423,9892,1159,117,2943,40640,4078,2906,1172,4078,93400,2009
13151,33.7,182952,110591,55093,8586,49163,65002,62656,51256,11400,62656,171700,2009
13153,34.1,130910,84574,35139,5249,34336,54037,50122,34072,16050,50122,128400,2009
13155,37.5,10138,7078,2545,506,2343,37328,3433,2594,839,3433,74800,2009
13157,35.8,58644,49660,4367,2770,15598,48114,20810,15448,5362,20810,153800,2009
13159,36.7,13588,9888,3067,462,3747,42242,5088,3796,1292,5088,115200,2009
13161,35.8,13312,10056,2117,1063,3715,29932,4918,3331,1587,4918,74600,2009
13163,37.4,16480,6965,9047,352,4399,29036,6459,4507,1952,6459,69400,2009
13165,40.7,8532,4905,2939,688,2039,26652,3097,2338,759,3097,70000,2009
13167,38.3,9202,5503,3565,67,2227,25789,3091,2061,1030,3091,69600,2009
13169,39,27256,20091,6427,356,7655,49337,9865,8198,1667,9865,124400,2009
13171,37.7,17010,11641,4990,276,4481,35835,6299,3987,2312,6299,109400,2009
13173,33.8,7967,5594,1911,235,2426,34497,2939,1711,1228,2939,66400,2009
13175,37,47510,29332,16472,783,11761,38247,17037,11486,5551,17037,88400,2009
13177,34.8,32861,25384,5719,604,8283,60456,10595,8194,2401,10595,135300,2009
13179,25.1,60994,28561,25033,4265,15319,40911,21027,10012,11015,21027,110100,2009
13181,43.6,8038,5231,2530,31,2320,35350,3474,2685,789,3474,99300,2009
13183,29.2,11394,7304,2802,1067,2554,41943,3525,2250,1275,3525,80800,2009
13185,29.3,102440,61131,34409,3224,26527,39200,40175,23066,17109,40175,124700,2009
13187,34.4,26417,23963,504,1191,6548,41589,9867,6932,2935,9867,159200,2009
13189,37.8,21624,12804,8187,450,6049,34897,8316,5502,2814,8316,87400,2009
13191,40.3,11268,7148,3866,108,2937,37629,4521,3355,1166,4521,98000,2009
13193,36.9,13397,4852,8094,106,2968,28382,4424,2934,1490,4424,68300,2009
13195,37.7,27735,23963,2384,836,7566,40106,9775,7325,2450,9775,128300,2009
13197,39.2,7026,3972,2339,560,1543,32432,2561,1963,598,2561,78400,2009
13199,38,22858,13068,9248,304,6196,37305,8867,6479,2388,8867,97400,2009
13201,38,6166,4245,1853,10,1758,33125,2432,1685,747,2432,78200,2009
13205,37.2,23808,11672,11176,695,5810,36344,8483,5703,2780,8483,75100,2009
13207,39,24728,17558,6345,447,7018,50579,9244,7236,2008,9244,147600,2009
13209,33,8939,6152,2285,427,2374,33970,3287,2330,957,3287,78800,2009
13211,39.4,18120,12981,4447,327,5108,44845,6699,5006,1693,6699,162300,2009
13213,34.5,40535,34760,357,4687,10400,38348,14286,10496,3790,14286,101100,2009
13215,32.5,188737,87794,84823,7770,47988,40549,72631,40792,31839,72631,126100,2009
13217,32.9,94076,56167,31403,3414,24035,52743,32281,24380,7901,32281,150000,2009
13219,37.5,31422,27075,2093,1231,8981,69959,11336,9361,1975,11336,221900,2009
13221,40.2,13927,10771,2650,392,3256,44465,4731,3791,940,4731,130100,2009
13223,32.5,125780,98633,17919,5393,35503,60138,45180,36556,8624,45180,149100,2009
13225,34.1,26019,12801,11497,1367,6271,43391,8698,5946,2752,8698,114400,2009
13227,41.2,30021,28150,679,737,8658,50145,11903,9646,2257,11903,172500,2009
13229,37.4,17830,15239,1893,587,4709,35137,6738,5070,1668,6738,75500,2009
13231,37.5,17012,14231,2123,273,5081,52579,6014,4895,1119,6014,152300,2009
13233,35.8,41414,30969,5275,4603,10524,39968,14951,10547,4404,14951,104100,2009
13235,41.3,9778,6341,3250,187,2301,32053,3601,2606,995,3601,72100,2009
13237,42.8,20145,13494,5609,923,6046,41297,8379,6299,2080,8379,163200,2009
13239,36.4,2647,1422,1177,48,671,30985,1074,800,274,1074,67200,2009
13241,43.9,16464,14646,151,1259,4537,34308,7300,5183,2117,7300,173800,2009
13243,36.5,7259,2701,4299,20,1608,28193,2494,1700,794,2494,67400,2009
13245,32.5,198079,83085,101473,5413,47692,37339,75392,43307,32085,75392,97800,2009
13247,35.7,81444,40631,29887,7669,20047,55681,27659,19645,8014,27659,167500,2009
13249,34.7,4129,2994,959,81,1024,38722,1475,940,535,1475,82700,2009
13251,38.2,15077,8158,6638,0,3627,32943,5238,4139,1099,5238,74400,2009
13253,41.2,9068,5532,3309,31,2236,35364,3287,2528,759,3287,70700,2009
13255,35.5,63073,39787,20011,1666,16216,41319,22917,14603,8314,22917,123700,2009
13257,38.9,25343,21426,2970,388,6375,34309,9247,6484,2763,9247,103400,2009
13259,39.1,4638,1381,3126,107,1145,33772,1585,971,614,1585,55700,2009
13261,33.4,32363,14622,15821,1221,7900,32245,11972,7445,4527,11972,85700,2009
13263,40.3,6496,2604,3810,0,1661,30523,2502,2011,491,2502,81200,2009
13265,41,1863,683,1115,61,478,21116,724,515,209,724,64400,2009
13267,33.6,23310,13486,6249,2796,5292,36028,7206,4784,2422,7206,77300,2009
13269,37.7,8654,4930,3559,66,2382,23458,3343,2596,747,3343,60200,2009
13271,36.8,13146,7081,4275,1565,2490,24609,4192,2674,1518,4192,59000,2009
13273,37.3,10364,3824,6262,136,2739,26723,3916,2400,1516,3916,70000,2009
13275,38.8,45275,26870,16729,1025,11563,36036,17697,11351,6346,17697,120500,2009
13277,33.7,41932,24975,11542,4586,10516,37121,14650,9464,5186,14650,102500,2009
13279,35.1,27601,17197,6615,3178,6616,30203,9923,5861,4062,9923,81500,2009
13281,49.9,10752,10429,45,198,3414,39908,4969,4199,770,4969,198200,2009
13283,37.8,6907,4489,2343,38,1607,27627,2388,1659,729,2388,67500,2009
13285,35,63414,39650,20965,1639,16229,39788,23478,14869,8609,23478,124500,2009
13287,35.9,9374,5151,3731,385,2390,30414,3395,2154,1241,3395,72000,2009
13289,38.6,10259,5797,4293,104,2096,29593,3178,2599,579,3178,63900,2009
13291,48.5,20699,19799,230,270,6480,38100,9331,7361,1970,9331,183600,2009
13293,37.8,27501,18865,7681,602,7272,33634,10585,7206,3379,10585,92000,2009
13295,38.2,64295,59468,2654,790,18274,38646,25393,18515,6878,25393,104300,2009
13297,36.2,82243,65334,12689,2502,22448,52160,28503,21053,7450,28503,162000,2009
13299,36.9,35658,24139,9864,1094,8809,33545,13435,8857,4578,13435,72100,2009
13301,43.1,5887,2440,3411,15,1605,32892,2378,1673,705,2378,61600,2009
13303,38.2,20608,9416,10766,280,4905,31178,7226,5084,2142,7226,74600,2009
13305,36.3,28954,21401,5640,1347,6760,38457,9571,6809,2762,9571,87600,2009
13307,40.1,2203,1143,752,231,608,25030,885,646,239,885,73700,2009
13309,37.6,6819,4073,2665,72,1215,35625,1780,1358,422,1780,66900,2009
13311,41.3,24702,22962,652,403,6815,42295,9677,7702,1975,9677,168500,2009
13313,33.2,92292,59280,3023,27567,22959,42783,31452,21583,9869,31452,127800,2009
13315,39,8721,5315,3128,140,1775,28863,2619,2208,411,2619,52200,2009
13317,43.5,10292,5592,4190,319,2680,32074,4063,3040,1023,4063,82300,2009
13319,37.8,10044,5724,3973,208,2546,36353,3722,2873,849,3722,72500,2009
13321,39.1,21351,14513,6216,296,5849,36707,8025,5405,2620,8025,81800,2009
15001,39.4,172370,57158,924,19716,43338,55645,63209,41550,21659,63209,366700,2009
15003,36.9,902564,191763,27643,70906,214569,67066,303794,170135,133659,303794,537800,2009
15005,63.6,78,21,0,0,8,52813,71,0,71,71,NA,2009
15007,39.9,63033,19903,363,6291,15814,63317,21968,14281,7687,21968,580500,2009
15009,37.9,142196,48935,723,13740,33006,63659,48934,28448,20486,48934,606200,2009
16001,33.9,368791,322652,3851,24278,95446,55888,141719,99280,42439,141719,207800,2009
16003,45.4,3520,3294,3,35,1154,37255,1541,1207,334,1541,192300,2009
16005,29.6,80428,70546,385,4693,20010,44162,29302,20660,8642,29302,126000,2009
16007,40.5,5859,5587,10,187,1920,44263,2409,1907,502,2409,126500,2009
16009,43.1,9246,7967,105,245,2626,38198,3668,2767,901,3668,121000,2009
16011,31.4,43635,33231,236,6812,10839,44380,13986,11257,2729,13986,120000,2009
16013,38.8,21775,17475,6,3772,5424,56601,8833,6007,2826,8833,501300,2009
16015,45.2,7467,6891,0,324,2023,49341,2879,2310,569,2879,180200,2009
16017,44.2,40878,38633,134,942,10670,42736,15461,12118,3343,15461,226500,2009
16019,31.3,96238,84024,501,9146,25265,49823,34461,25343,9118,34461,144500,2009
16021,42.1,10748,9903,0,443,2629,35473,3992,3206,786,3992,173300,2009
16023,44.6,2769,2639,0,113,843,34229,1221,953,268,1221,103200,2009
16025,41,1040,863,2,143,331,50114,403,328,75,403,209100,2009
16027,30.8,176820,131576,1116,37638,44989,42912,60438,43566,16872,60438,147500,2009
16029,38.6,6888,6441,0,352,2036,43918,2687,2046,641,2687,111300,2009
16031,33.3,21154,15725,40,4875,5614,39167,7394,5204,2190,7394,105500,2009
16033,38.1,984,544,0,408,338,38405,387,271,116,387,76300,2009
16035,47.7,8192,7538,31,218,2545,41875,3702,2822,880,3702,119300,2009
16037,44.9,4129,3954,0,78,1289,41958,1969,1604,365,1969,131400,2009
16039,28.5,28791,22046,411,4026,7473,44015,9672,6240,3432,9672,140100,2009
16041,31.6,12272,11210,0,899,3331,44753,4019,3141,878,4019,154500,2009
16043,31.8,12537,10584,0,1677,3372,43486,4368,3557,811,4368,116700,2009
16045,41.2,16355,14478,0,1368,4525,41847,6298,4987,1311,6298,159000,2009
16047,36.7,14320,10642,20,3360,3786,37732,5401,3952,1449,5401,123700,2009
16049,47,15286,14145,33,314,4245,34456,6201,4621,1580,6201,130200,2009
16051,29.8,22892,20090,16,2296,6101,50181,7322,5931,1391,7322,145300,2009
16053,33.1,20142,14410,39,5244,4915,40322,6691,4471,2220,6691,130600,2009
16055,38.1,133461,123514,395,4554,36164,45446,52146,37417,14729,52146,213000,2009
16057,26,37511,34331,305,1012,8268,36448,14200,7894,6306,14200,173200,2009
16059,47.1,7818,7364,55,239,2176,38750,3329,2536,793,3329,171400,2009
16061,47.6,3645,3284,0,64,1001,36000,1592,1126,466,1592,109700,2009
16063,33.8,4533,3364,3,1112,1249,45903,1752,1243,509,1752,116300,2009
16065,21.9,37120,34126,220,1663,7418,35511,10004,5186,4818,10004,162800,2009
